PassengerId,Pclass,SibSp,Parch,Ticket,Fare,Cabin,Embarked
317,2,1,0,244367,26.0,,S
318,2,0,0,29011,14.0,,S
319,1,0,2,36928,164.8667,C7,S
320,1,1,1,16966,134.5,E34,C
321,3,0,0,A/5 21172,7.25,,S
322,3,0,0,349219,7.8958,,S
323,2,0,0,234818,12.35,,Q
324,2,1,1,248738,29.0,,S
325,3,8,2,CA. 2343,69.55,,S
326,1,0,0,PC 17760,135.6333,C32,C
327,3,0,0,345364,6.2375,,S
328,2,0,0,28551,13.0,D,S
329,3,1,1,363291,20.525,,S
330,1,0,1,111361,57.9792,B18,C
331,3,2,0,367226,23.25,,Q
332,1,0,0,113043,28.5,C124,S
333,1,0,1,PC 17582,153.4625,C91,S
334,3,2,0,345764,18.0,,S
335,1,1,0,PC 17611,133.65,,S
336,3,0,0,349225,7.8958,,S
337,1,1,0,113776,66.6,C2,S
338,1,0,0,16966,134.5,E40,C
339,3,0,0,7598,8.05,,S
340,1,0,0,113784,35.5,T,S
341,2,1,1,230080,26.0,F2,S
342,1,3,2,19950,263.0,C23 C25 C27,S
343,2,0,0,248740,13.0,,S
344,2,0,0,244361,13.0,,S
345,2,0,0,229236,13.0,,S
346,2,0,0,248733,13.0,F33,S
347,2,0,0,31418,13.0,,S
348,3,1,0,386525,16.1,,S
349,3,1,1,C.A. 37671,15.9,,S
350,3,0,0,315088,8.6625,,S
351,3,0,0,7267,9.225,,S
352,1,0,0,113510,35.0,C128,S
353,3,1,1,2695,7.2292,,C
354,3,1,0,349237,17.8,,S
355,3,0,0,2647,7.225,,C
356,3,0,0,345783,9.5,,S
357,1,0,1,113505,55.0,E33,S
358,2,0,0,237671,13.0,,S
359,3,0,0,330931,7.8792,,Q
360,3,0,0,330980,7.8792,,Q
361,3,1,4,347088,27.9,,S
362,2,1,0,SC/PARIS 2167,27.7208,,C
363,3,0,1,2691,14.4542,,C
364,3,0,0,SOTON/O.Q. 3101310,7.05,,S
365,3,1,0,370365,15.5,,Q
366,3,0,0,C 7076,7.25,,S
367,1,1,0,110813,75.25,D37,C
368,3,0,0,2626,7.2292,,C
369,3,0,0,14313,7.75,,Q
370,1,0,0,PC 17477,69.3,B35,C
371,1,1,0,11765,55.4417,E50,C
372,3,1,0,3101267,6.4958,,S
373,3,0,0,323951,8.05,,S
374,1,0,0,PC 17760,135.6333,,C
375,3,3,1,349909,21.075,,S
376,1,1,0,PC 17604,82.1708,,C
377,3,0,0,C 7077,7.25,,S
378,1,0,2,113503,211.5,C82,C
379,3,0,0,2648,4.0125,,C
380,3,0,0,347069,7.775,,S
381,1,0,0,PC 17757,227.525,,C
382,3,0,2,2653,15.7417,,C
383,3,0,0,STON/O 2. 3101293,7.925,,S
384,1,1,0,113789,52.0,,S
385,3,0,0,349227,7.8958,,S
386,2,0,0,S.O.C. 14879,73.5,,S
387,3,5,2,CA 2144,46.9,,S
388,2,0,0,27849,13.0,,S
389,3,0,0,367655,7.7292,,Q
390,2,0,0,SC 1748,12.0,,C
391,1,1,2,113760,120.0,B96 B98,S
392,3,0,0,350034,7.7958,,S
393,3,2,0,3101277,7.925,,S
394,1,1,0,35273,113.275,D36,C
395,3,0,2,PP 9549,16.7,G6,S
396,3,0,0,350052,7.7958,,S
397,3,0,0,350407,7.8542,,S
398,2,0,0,28403,26.0,,S
399,2,0,0,244278,10.5,,S
400,2,0,0,240929,12.65,,S
401,3,0,0,STON/O 2. 3101289,7.925,,S
402,3,0,0,341826,8.05,,S
403,3,1,0,4137,9.825,,S
404,3,1,0,STON/O2. 3101279,15.85,,S
405,3,0,0,315096,8.6625,,S
406,2,1,0,28664,21.0,,S
407,3,0,0,347064,7.75,,S
408,2,1,1,29106,18.75,,S
409,3,0,0,312992,7.775,,S
410,3,3,1,4133,25.4667,,S
411,3,0,0,349222,7.8958,,S
412,3,0,0,394140,6.8583,,Q
413,1,1,0,19928,90.0,C78,Q
414,2,0,0,239853,0.0,,S
415,3,0,0,STON/O 2. 3101269,7.925,,S
416,3,0,0,343095,8.05,,S
417,2,1,1,28220,32.5,,S
418,2,0,2,250652,13.0,,S
419,2,0,0,28228,13.0,,S
420,3,0,2,345773,24.15,,S
421,3,0,0,349254,7.8958,,C
422,3,0,0,A/5. 13032,7.7333,,Q
423,3,0,0,315082,7.875,,S
424,3,1,1,347080,14.4,,S
425,3,1,1,370129,20.2125,,S
426,3,0,0,A/4. 34244,7.25,,S
427,2,1,0,2003,26.0,,S
428,2,0,0,250655,26.0,,S
429,3,0,0,364851,7.75,,Q
430,3,0,0,SOTON/O.Q. 392078,8.05,E10,S
431,1,0,0,110564,26.55,C52,S
432,3,1,0,376564,16.1,,S
433,2,1,0,SC/AH 3085,26.0,,S
434,3,0,0,STON/O 2. 3101274,7.125,,S
435,1,1,0,13507,55.9,E44,S
436,1,1,2,113760,120.0,B96 B98,S
437,3,2,2,W./C. 6608,34.375,,S
438,2,2,3,29106,18.75,,S
439,1,1,4,19950,263.0,C23 C25 C27,S
440,2,0,0,C.A. 18723,10.5,,S
441,2,1,1,F.C.C. 13529,26.25,,S
442,3,0,0,345769,9.5,,S
443,3,1,0,347076,7.775,,S
444,2,0,0,230434,13.0,,S
445,3,0,0,65306,8.1125,,S
446,1,0,2,33638,81.8583,A34,S
447,2,0,1,250644,19.5,,S
448,1,0,0,113794,26.55,,S
449,3,2,1,2666,19.2583,,C
450,1,0,0,113786,30.5,C104,S
451,2,1,2,C.A. 34651,27.75,,S
452,3,1,0,65303,19.9667,,S
453,1,0,0,113051,27.75,C111,C
454,1,1,0,17453,89.1042,C92,C
455,3,0,0,A/5 2817,8.05,,S
456,3,0,0,349240,7.8958,,C
457,1,0,0,13509,26.55,E38,S
458,1,1,0,17464,51.8625,D21,S
459,2,0,0,F.C.C. 13531,10.5,,S
460,3,0,0,371060,7.75,,Q
461,1,0,0,19952,26.55,E12,S
462,3,0,0,364506,8.05,,S
463,1,0,0,111320,38.5,E63,S
464,2,0,0,234360,13.0,,S
465,3,0,0,A/S 2816,8.05,,S
466,3,0,0,SOTON/O.Q. 3101306,7.05,,S
467,2,0,0,239853,0.0,,S
468,1,0,0,113792,26.55,,S
469,3,0,0,36209,7.725,,Q
470,3,2,1,2666,19.2583,,C
471,3,0,0,323592,7.25,,S
472,3,0,0,315089,8.6625,,S
473,2,1,2,C.A. 34651,27.75,,S
474,2,0,0,SC/AH Basle 541,13.7917,D,C
475,3,0,0,7553,9.8375,,S
476,1,0,0,110465,52.0,A14,S
477,2,1,0,31027,21.0,,S
478,3,1,0,3460,7.0458,,S
479,3,0,0,350060,7.5208,,S
480,3,0,1,3101298,12.2875,,S
481,3,5,2,CA 2144,46.9,,S
482,2,0,0,239854,0.0,,S
483,3,0,0,A/5 3594,8.05,,S
484,3,0,0,4134,9.5875,,S
485,1,1,0,11967,91.0792,B49,C
486,3,3,1,4133,25.4667,,S
487,1,1,0,19943,90.0,C93,S
488,1,0,0,11771,29.7,B37,C
489,3,0,0,A.5. 18509,8.05,,S
490,3,1,1,C.A. 37671,15.9,,S
491,3,1,0,65304,19.9667,,S
492,3,0,0,SOTON/OQ 3101317,7.25,,S
493,1,0,0,113787,30.5,C30,S
494,1,0,0,PC 17609,49.5042,,C
495,3,0,0,A/4 45380,8.05,,S
496,3,0,0,2627,14.4583,,C
497,1,1,0,36947,78.2667,D20,C
498,3,0,0,C.A. 6212,15.1,,S
499,1,1,2,113781,151.55,C22 C26,S
500,3,0,0,350035,7.7958,,S
501,3,0,0,315086,8.6625,,S
502,3,0,0,364846,7.75,,Q
503,3,0,0,330909,7.6292,,Q
504,3,0,0,4135,9.5875,,S
505,1,0,0,110152,86.5,B79,S
506,1,1,0,PC 17758,108.9,C65,C
507,2,0,2,26360,26.0,,S
508,1,0,0,111427,26.55,,S
509,3,0,0,C 4001,22.525,,S
510,3,0,0,1601,56.4958,,S
511,3,0,0,382651,7.75,,Q
512,3,0,0,SOTON/OQ 3101316,8.05,,S
513,1,0,0,PC 17473,26.2875,E25,S
514,1,1,0,PC 17603,59.4,,C
515,3,0,0,349209,7.4958,,S
516,1,0,0,36967,34.0208,D46,S
517,2,0,0,C.A. 34260,10.5,F33,S
518,3,0,0,371110,24.15,,Q
519,2,1,0,226875,26.0,,S
520,3,0,0,349242,7.8958,,S
521,1,0,0,12749,93.5,B73,S
522,3,0,0,349252,7.8958,,S
523,3,0,0,2624,7.225,,C
524,1,0,1,111361,57.9792,B18,C
525,3,0,0,2700,7.2292,,C
526,3,0,0,367232,7.75,,Q
527,2,0,0,W./C. 14258,10.5,,S
528,1,0,0,PC 17483,221.7792,C95,S
529,3,0,0,3101296,7.925,,S
530,2,2,1,29104,11.5,,S
531,2,1,1,26360,26.0,,S
532,3,0,0,2641,7.2292,,C
533,3,1,1,2690,7.2292,,C
534,3,0,2,2668,22.3583,,C
535,3,0,0,315084,8.6625,,S
536,2,0,2,F.C.C. 13529,26.25,,S
537,1,0,0,113050,26.55,B38,S
538,1,0,0,PC 17761,106.425,,C
539,3,0,0,364498,14.5,,S
540,1,0,2,13568,49.5,B39,C
541,1,0,2,WE/P 5735,71.0,B22,S
542,3,4,2,347082,31.275,,S
543,3,4,2,347082,31.275,,S
544,2,1,0,2908,26.0,,S
545,1,1,0,PC 17761,106.425,C86,C
546,1,0,0,693,26.0,,S
547,2,1,0,2908,26.0,,S
548,2,0,0,SC/PARIS 2146,13.8625,,C
549,3,1,1,363291,20.525,,S
550,2,1,1,C.A. 33112,36.75,,S
551,1,0,2,17421,110.8833,C70,C
552,2,0,0,244358,26.0,,S
553,3,0,0,330979,7.8292,,Q
554,3,0,0,2620,7.225,,C
555,3,0,0,347085,7.775,,S
556,1,0,0,113807,26.55,,S
557,1,1,0,11755,39.6,A16,C
558,1,0,0,PC 17757,227.525,,C
559,1,1,1,110413,79.65,E67,S
560,3,1,0,345572,17.4,,S
561,3,0,0,372622,7.75,,Q
562,3,0,0,349251,7.8958,,S
563,2,0,0,218629,13.5,,S
564,3,0,0,SOTON/OQ 392082,8.05,,S
565,3,0,0,SOTON/O.Q. 392087,8.05,,S
566,3,2,0,A/4 48871,24.15,,S
567,3,0,0,349205,7.8958,,S
568,3,0,4,349909,21.075,,S
569,3,0,0,2686,7.2292,,C
570,3,0,0,350417,7.8542,,S
571,2,0,0,S.W./PP 752,10.5,,S
572,1,2,0,11769,51.4792,C101,S
573,1,0,0,PC 17474,26.3875,E25,S
574,3,0,0,14312,7.75,,Q
575,3,0,0,A/4. 20589,8.05,,S
576,3,0,0,358585,14.5,,S
577,2,0,0,243880,13.0,,S
578,1,1,0,13507,55.9,E44,S
579,3,1,0,2689,14.4583,,C
580,3,0,0,STON/O 2. 3101286,7.925,,S
581,2,1,1,237789,30.0,,S
582,1,1,1,17421,110.8833,C68,C
583,2,0,0,28403,26.0,,S
584,1,0,0,13049,40.125,A10,C
585,3,0,0,3411,8.7125,,C
586,1,0,2,110413,79.65,E68,S
587,2,0,0,237565,15.0,,S
588,1,1,1,13567,79.2,B41,C
589,3,0,0,14973,8.05,,S
590,3,0,0,A./5. 3235,8.05,,S
591,3,0,0,STON/O 2. 3101273,7.125,,S
592,1,1,0,36947,78.2667,D20,C
593,3,0,0,A/5 3902,7.25,,S
594,3,0,2,364848,7.75,,Q
595,2,1,0,SC/AH 29037,26.0,,S
596,3,1,1,345773,24.15,,S
597,2,0,0,248727,33.0,,S
598,3,0,0,LINE,0.0,,S
599,3,0,0,2664,7.225,,C
600,1,1,0,PC 17485,56.9292,A20,C
601,2,2,1,243847,27.0,,S
602,3,0,0,349214,7.8958,,S
603,1,0,0,113796,42.4,,S
604,3,0,0,364511,8.05,,S
605,1,0,0,111426,26.55,,C
606,3,1,0,349910,15.55,,S
607,3,0,0,349246,7.8958,,S
608,1,0,0,113804,30.5,,S
609,2,1,2,SC/Paris 2123,41.5792,,C
610,1,0,0,PC 17582,153.4625,C125,S
611,3,1,5,347082,31.275,,S
612,3,0,0,SOTON/O.Q. 3101305,7.05,,S
613,3,1,0,367230,15.5,,Q
614,3,0,0,370377,7.75,,Q
615,3,0,0,364512,8.05,,S
616,2,1,2,220845,65.0,,S
617,3,1,1,347080,14.4,,S
618,3,1,0,A/5. 3336,16.1,,S
619,2,2,1,230136,39.0,F4,S
620,2,0,0,31028,10.5,,S
621,3,1,0,2659,14.4542,,C
622,1,1,0,11753,52.5542,D19,S
623,3,1,1,2653,15.7417,,C
624,3,0,0,350029,7.8542,,S
625,3,0,0,54636,16.1,,S
626,1,0,0,36963,32.3208,D50,S
627,2,0,0,219533,12.35,,Q
628,1,0,0,13502,77.9583,D9,S
629,3,0,0,349224,7.8958,,S
630,3,0,0,334912,7.7333,,Q
631,1,0,0,27042,30.0,A23,S
632,3,0,0,347743,7.0542,,S
633,1,0,0,13214,30.5,B50,C
634,1,0,0,112052,0.0,,S
635,3,3,2,347088,27.9,,S
636,2,0,0,237668,13.0,,S
637,3,0,0,STON/O 2. 3101292,7.925,,S
638,2,1,1,C.A. 31921,26.25,,S
639,3,0,5,3101295,39.6875,,S
640,3,1,0,376564,16.1,,S
641,3,0,0,350050,7.8542,,S
642,1,0,0,PC 17477,69.3,B35,C
643,3,3,2,347088,27.9,,S
644,3,0,0,1601,56.4958,,S
645,3,2,1,2666,19.2583,,C
646,1,1,0,PC 17572,76.7292,D33,C
647,3,0,0,349231,7.8958,,S
648,1,0,0,13213,35.5,A26,C
649,3,0,0,S.O./P.P. 751,7.55,,S
650,3,0,0,CA. 2314,7.55,,S
651,3,0,0,349221,7.8958,,S
652,2,0,1,231919,23.0,,S
653,3,0,0,8475,8.4333,,S
654,3,0,0,330919,7.8292,,Q
655,3,0,0,365226,6.75,,Q
656,2,2,0,S.O.C. 14879,73.5,,S
657,3,0,0,349223,7.8958,,S
658,3,1,1,364849,15.5,,Q
659,2,0,0,29751,13.0,,S
660,1,0,2,35273,113.275,D48,C
661,1,2,0,PC 17611,133.65,,S
662,3,0,0,2623,7.225,,C
663,1,0,0,5727,25.5875,E58,S
664,3,0,0,349210,7.4958,,S
665,3,1,0,STON/O 2. 3101285,7.925,,S
666,2,2,0,S.O.C. 14879,73.5,,S
667,2,0,0,234686,13.0,,S
668,3,0,0,312993,7.775,,S
669,3,0,0,A/5 3536,8.05,,S
670,1,1,0,19996,52.0,C126,S
671,2,1,1,29750,39.0,,S
672,1,1,0,F.C. 12750,52.0,B71,S
673,2,0,0,C.A. 24580,10.5,,S
674,2,0,0,244270,13.0,,S
675,2,0,0,239856,0.0,,S
676,3,0,0,349912,7.775,,S
677,3,0,0,342826,8.05,,S
678,3,0,0,4138,9.8417,,S
679,3,1,6,CA 2144,46.9,,S
680,1,0,1,PC 17755,512.3292,B51 B53 B55,C
681,3,0,0,330935,8.1375,,Q
682,1,0,0,PC 17572,76.7292,D49,C
683,3,0,0,6563,9.225,,S
